age;job;marital;education;default;balance;housing;loan;contact;campaign;deposit
25;services;single;secondary;no;333;no;yes;cellular;2;yes
58;management;married;tertiary;no;3864;yes;no;cellular;4;yes
30;entrepreneur;married;primary;no;2686;yes;no;cellular;3;yes
34;blue-collar;single;primary;no;-109;yes;no;cellular;4;yes
51;services;divorced;secondary;no;65;no;yes;cellular;1;yes
60;retired;married;secondary;no;597;no;no;cellular;1;yes
51;entrepreneur;married;secondary;no;-799;no;yes;cellular;3;yes
37;management;divorced;tertiary;no;1775;no;no;cellular;5;yes
30;blue-collar;single;primary;no;0;no;no;cellular;3;yes
46;entrepreneur;divorced;secondary;no;-563;no;yes;cellular;4;yes
29;student;single;tertiary;no;5;no;no;cellular;5;yes
27;entrepreneur;married;tertiary;no;139;no;no;cellular;5;yes
28;management;single;tertiary;no;0;yes;no;cellular;5;yes
34;blue-collar;single;secondary;no;855;yes;no;cellular;1;yes
29;blue-collar;single;unknown;no;694;yes;yes;cellular;4;yes
27;management;single;tertiary;no;151;yes;no;cellular;1;yes
26;technician;single;secondary;no;354;no;no;cellular;1;yes
36;management;married;tertiary;no;673;yes;no;cellular;1;yes
44;blue-collar;married;primary;no;1265;yes;no;cellular;1;yes
39;blue-collar;married;tertiary;no;597;no;no;cellular;6;yes
30;technician;married;secondary;no;-393;yes;yes;cellular;1;yes
31;unemployed;divorced;tertiary;no;256;yes;no;cellular;2;yes
56;blue-collar;married;primary;no;0;yes;no;cellular;1;yes
29;blue-collar;married;secondary;no;2870;yes;no;cellular;1;yes
43;blue-collar;married;secondary;no;184;no;yes;cellular;11;yes
32;blue-collar;married;secondary;no;1905;yes;no;cellular;2;yes
30;admin.;single;secondary;no;-36;no;no;cellular;9;yes
40;blue-collar;married;secondary;no;-839;yes;yes;cellular;2;yes
42;services;married;secondary;no;3465;yes;yes;cellular;2;yes
27;student;married;secondary;no;119;yes;no;cellular;2;yes
35;management;married;tertiary;no;36;no;yes;cellular;5;yes
35;housemaid;married;primary;no;113;yes;no;cellular;2;yes
32;blue-collar;single;secondary;no;118;yes;no;cellular;1;yes
39;technician;married;secondary;no;251;yes;no;cellular;2;yes
31;blue-collar;divorced;secondary;no;-277;yes;no;telephone;2;yes
26;services;single;secondary;no;-189;no;yes;cellular;2;yes
42;management;married;tertiary;no;4;yes;no;cellular;1;yes
27;services;single;secondary;no;1820;yes;no;cellular;1;yes
33;self-employed;divorced;secondary;no;1904;yes;no;cellular;2;yes
51;blue-collar;married;primary;no;201;yes;no;cellular;2;yes
33;admin.;married;secondary;no;0;yes;no;telephone;7;yes
30;technician;single;tertiary;no;178;no;no;cellular;3;yes
52;housemaid;married;primary;no;3798;yes;no;cellular;1;yes
42;blue-collar;divorced;primary;no;301;yes;no;cellular;2;yes
31;management;divorced;tertiary;no;294;yes;no;cellular;5;yes
27;services;married;secondary;no;0;yes;no;cellular;5;yes
44;blue-collar;single;secondary;no;292;no;yes;cellular;4;yes
40;entrepreneur;divorced;secondary;no;2998;yes;no;cellular;3;yes
46;housemaid;divorced;primary;no;2084;yes;no;cellular;2;yes
32;services;divorced;secondary;no;454;yes;no;cellular;1;yes
56;technician;divorced;secondary;no;179;no;no;cellular;1;yes
33;blue-collar;married;secondary;no;661;yes;no;cellular;1;yes
33;blue-collar;married;secondary;no;89;yes;no;cellular;2;yes
32;self-employed;married;primary;no;102;yes;no;cellular;1;yes
41;blue-collar;divorced;primary;no;138;yes;no;cellular;3;yes
31;admin.;single;secondary;no;622;no;no;cellular;1;yes
30;admin.;divorced;secondary;no;10;yes;no;cellular;2;yes
34;admin.;divorced;secondary;no;-251;no;no;cellular;1;yes
43;entrepreneur;married;secondary;no;104;yes;no;cellular;3;yes
28;blue-collar;married;secondary;no;173;no;no;cellular;7;yes
32;admin.;divorced;secondary;no;-46;no;yes;cellular;4;yes
31;blue-collar;divorced;secondary;no;0;yes;yes;cellular;4;yes
35;entrepreneur;single;tertiary;no;145;yes;no;cellular;2;yes
31;management;married;tertiary;no;325;yes;no;cellular;2;yes
25;services;single;secondary;no;2311;no;yes;cellular;2;yes
56;retired;divorced;tertiary;no;158;no;yes;cellular;1;yes
47;technician;married;secondary;no;1981;yes;no;cellular;2;yes
39;management;married;tertiary;no;1423;yes;no;telephone;3;yes
51;management;married;tertiary;no;2455;yes;no;cellular;1;yes
54;technician;divorced;secondary;no;859;no;yes;cellular;1;yes
58;retired;married;unknown;no;9004;no;no;cellular;4;yes
42;unemployed;married;unknown;no;970;yes;no;telephone;10;yes
56;services;married;primary;no;486;no;yes;telephone;1;yes
55;housemaid;married;secondary;no;127;yes;no;telephone;8;yes
26;blue-collar;single;primary;no;409;yes;no;cellular;2;yes
40;admin.;single;secondary;no;664;no;no;cellular;2;yes
26;technician;single;secondary;no;223;no;yes;cellular;3;yes
35;management;single;tertiary;no;-324;no;yes;cellular;11;yes
34;services;single;secondary;no;-30;no;no;cellular;3;yes
41;management;single;tertiary;no;1253;no;no;cellular;5;yes
44;management;married;primary;no;4758;yes;no;cellular;6;yes
33;management;single;tertiary;no;30;yes;no;cellular;1;yes
36;management;divorced;tertiary;no;81;no;yes;cellular;1;yes
38;technician;married;secondary;no;0;yes;no;cellular;1;yes
35;technician;married;tertiary;no;328;yes;no;cellular;2;yes
41;technician;single;tertiary;no;145;no;no;cellular;2;yes
41;management;divorced;unknown;no;465;yes;no;cellular;1;yes
28;blue-collar;married;secondary;no;751;yes;no;cellular;5;yes
26;services;married;secondary;no;-379;yes;yes;cellular;7;yes
39;blue-collar;single;secondary;no;0;no;no;cellular;4;yes
25;admin.;married;unknown;no;349;yes;no;cellular;8;yes
37;admin.;married;secondary;no;1110;yes;no;telephone;11;yes
25;management;married;secondary;no;2228;yes;no;cellular;1;yes
46;management;divorced;tertiary;no;2166;yes;no;cellular;1;yes
25;blue-collar;single;secondary;no;-247;yes;no;cellular;1;yes
28;technician;single;tertiary;no;-123;no;yes;cellular;1;yes
33;services;divorced;secondary;no;44;no;yes;cellular;1;yes
32;management;single;secondary;no;131;yes;yes;cellular;2;yes
32;blue-collar;married;secondary;no;476;yes;no;cellular;9;yes
47;technician;single;secondary;no;1101;yes;no;cellular;3;yes
50;entrepreneur;married;tertiary;no;-168;yes;no;cellular;2;yes
27;technician;married;secondary;no;-392;yes;no;cellular;2;yes
45;admin.;married;secondary;no;524;yes;no;cellular;1;yes
51;admin.;single;secondary;no;895;no;no;cellular;2;yes
36;admin.;married;secondary;no;212;yes;yes;cellular;6;yes
51;self-employed;married;secondary;no;95;yes;no;cellular;4;yes
33;services;single;tertiary;no;395;yes;no;cellular;6;yes
59;technician;married;secondary;no;135;yes;yes;cellular;4;yes
38;entrepreneur;married;tertiary;no;0;no;no;cellular;2;yes
40;services;married;secondary;no;471;yes;no;cellular;4;yes
51;blue-collar;married;primary;no;603;yes;no;cellular;2;yes
41;entrepreneur;single;secondary;no;663;no;no;cellular;1;yes
38;entrepreneur;married;secondary;no;593;yes;yes;cellular;24;yes
31;management;married;tertiary;no;1224;yes;yes;cellular;2;yes
28;admin.;single;secondary;no;2;yes;no;cellular;1;yes
41;blue-collar;married;secondary;yes;720;no;yes;cellular;1;yes
33;management;divorced;tertiary;no;990;yes;no;cellular;2;yes
25;student;single;secondary;no;1747;yes;no;cellular;1;yes
45;admin.;divorced;secondary;no;59;yes;no;cellular;8;yes
31;blue-collar;married;primary;no;33;yes;no;cellular;2;yes
28;services;single;secondary;no;340;yes;no;cellular;2;yes
49;technician;divorced;secondary;no;305;no;no;cellular;2;yes
25;services;married;secondary;no;0;yes;no;cellular;9;yes
28;unemployed;single;tertiary;no;497;yes;no;cellular;6;yes
54;retired;married;secondary;no;1371;no;no;telephone;2;yes
28;technician;single;tertiary;no;1628;yes;no;cellular;2;yes
27;technician;single;tertiary;no;372;yes;yes;cellular;2;yes
49;blue-collar;single;primary;no;566;yes;no;cellular;2;yes
53;blue-collar;married;primary;no;343;yes;no;cellular;5;yes
26;technician;single;secondary;no;941;no;yes;cellular;1;yes
37;services;married;secondary;no;775;no;yes;cellular;1;yes
34;blue-collar;single;secondary;no;1759;no;yes;cellular;1;yes
51;retired;married;primary;no;1495;no;no;telephone;4;yes
39;housemaid;married;secondary;no;1444;no;no;telephone;8;yes
35;technician;single;tertiary;no;470;yes;no;cellular;13;yes
51;unemployed;married;primary;no;1162;yes;no;cellular;1;yes
30;management;single;tertiary;no;2;yes;yes;cellular;8;yes
42;blue-collar;single;primary;no;1628;yes;no;cellular;8;yes
54;management;married;secondary;no;1134;yes;no;cellular;3;yes
51;blue-collar;married;primary;no;0;yes;yes;cellular;3;yes
57;retired;divorced;primary;no;63;no;yes;cellular;17;yes
30;management;married;tertiary;no;1221;yes;no;telephone;4;yes
37;blue-collar;single;secondary;no;5024;no;yes;cellular;4;yes
39;technician;married;secondary;no;10685;yes;no;cellular;9;yes
35;technician;married;tertiary;no;1629;no;no;cellular;4;yes
48;management;married;secondary;no;268;yes;no;cellular;7;yes
31;management;married;tertiary;no;0;yes;yes;cellular;8;yes
35;self-employed;married;secondary;no;5613;yes;no;cellular;3;yes
48;housemaid;married;secondary;no;513;no;yes;cellular;3;yes
53;housemaid;married;primary;no;362;no;no;cellular;2;yes
27;technician;single;secondary;no;3933;no;no;cellular;3;yes
55;technician;married;secondary;no;3899;yes;no;telephone;4;yes
40;services;married;secondary;no;473;yes;no;cellular;3;yes
40;self-employed;single;tertiary;no;1616;no;no;telephone;7;yes
38;blue-collar;divorced;secondary;no;1817;yes;no;cellular;4;yes
54;retired;single;secondary;no;129;no;yes;cellular;2;yes
54;technician;married;secondary;no;1938;no;yes;cellular;3;yes
50;admin.;single;secondary;no;133;no;no;cellular;4;yes
48;management;divorced;tertiary;no;2263;no;no;cellular;2;yes
41;services;married;unknown;no;1538;no;no;cellular;2;yes
51;blue-collar;divorced;primary;no;5;no;no;cellular;2;yes
42;technician;single;tertiary;no;2625;no;no;cellular;2;yes
58;retired;divorced;secondary;no;1080;yes;no;cellular;2;yes
47;unemployed;married;secondary;no;312;no;no;cellular;1;yes
58;admin.;married;secondary;no;145;yes;no;telephone;13;yes
41;blue-collar;married;secondary;no;-190;no;yes;cellular;3;yes
50;admin.;married;secondary;no;2678;no;no;telephone;6;yes
46;housemaid;married;secondary;no;271;yes;no;cellular;29;yes
44;blue-collar;married;secondary;no;0;no;no;cellular;2;yes
36;services;married;secondary;no;0;no;no;cellular;2;yes
58;management;divorced;secondary;no;3161;no;no;telephone;2;yes
44;unemployed;single;primary;yes;-4;no;yes;cellular;2;yes
49;entrepreneur;divorced;unknown;yes;-701;yes;no;cellular;2;yes
55;management;married;tertiary;no;-375;no;no;cellular;2;yes
52;unemployed;married;primary;no;959;no;no;telephone;2;yes
60;retired;divorced;secondary;no;1091;no;no;cellular;5;yes
41;services;married;unknown;yes;-1;no;yes;cellular;4;yes
36;management;married;tertiary;no;96;no;no;cellular;4;yes
41;blue-collar;divorced;primary;no;0;no;no;cellular;2;yes
50;entrepreneur;married;tertiary;no;230;no;no;telephone;4;yes
44;housemaid;married;primary;no;-156;no;yes;cellular;2;yes
54;technician;married;secondary;no;114;no;no;cellular;3;yes
35;management;married;tertiary;no;-468;yes;no;cellular;8;yes
59;retired;divorced;secondary;no;679;no;no;cellular;4;yes
42;entrepreneur;married;unknown;no;206;yes;no;cellular;2;yes
27;management;single;tertiary;no;1;yes;no;cellular;4;yes
59;housemaid;divorced;primary;no;2518;no;no;cellular;3;yes
43;admin.;married;secondary;no;378;no;no;cellular;8;yes
39;technician;single;secondary;no;391;no;yes;cellular;4;yes
33;unemployed;married;secondary;no;-144;no;no;cellular;3;yes
36;self-employed;single;tertiary;no;1240;no;no;cellular;3;yes
35;blue-collar;divorced;primary;no;1792;yes;no;cellular;6;yes
50;blue-collar;married;unknown;no;2284;yes;no;telephone;17;yes
55;technician;married;secondary;no;264;yes;yes;cellular;5;yes
51;unemployed;divorced;tertiary;no;0;no;no;cellular;2;yes
48;entrepreneur;married;tertiary;yes;-392;no;no;cellular;4;yes
55;housemaid;divorced;primary;no;77;no;no;cellular;6;yes
30;services;married;secondary;no;48;yes;no;cellular;13;yes
53;blue-collar;married;primary;no;252;no;no;cellular;4;yes
40;blue-collar;married;secondary;no;1954;no;no;cellular;2;yes
44;technician;married;primary;no;755;no;yes;cellular;4;yes
49;management;divorced;tertiary;no;755;no;no;cellular;4;yes
40;admin.;married;secondary;no;341;no;no;cellular;5;yes
58;unemployed;married;primary;no;1183;no;no;cellular;5;yes
49;services;married;secondary;no;388;no;no;telephone;4;yes
38;technician;married;secondary;no;1919;no;no;cellular;1;yes
51;housemaid;divorced;tertiary;no;1613;no;no;cellular;1;yes
36;management;divorced;tertiary;no;0;no;no;cellular;1;yes
55;retired;married;secondary;no;0;no;no;cellular;1;yes
43;technician;married;tertiary;no;0;no;no;cellular;2;yes
60;management;divorced;secondary;no;0;no;no;cellular;3;yes
57;retired;married;secondary;no;466;no;no;cellular;2;yes
41;technician;married;tertiary;no;515;no;no;cellular;2;yes
50;technician;married;tertiary;no;2313;no;no;cellular;1;yes
53;blue-collar;married;secondary;no;-8;no;no;cellular;1;yes
59;retired;married;primary;no;1634;yes;yes;cellular;1;yes
59;housemaid;married;primary;no;100;no;no;cellular;1;yes
52;unknown;married;unknown;no;5361;no;no;cellular;3;yes
58;management;divorced;tertiary;no;1257;no;no;cellular;1;yes
59;retired;married;primary;no;3400;yes;no;cellular;3;yes
49;technician;single;secondary;no;1377;no;no;cellular;1;yes
33;management;divorced;tertiary;no;2885;no;no;cellular;2;yes
55;blue-collar;married;primary;no;512;no;no;cellular;2;yes
42;technician;married;tertiary;no;921;no;no;cellular;3;yes
52;services;married;secondary;no;1000;no;no;cellular;2;yes
38;technician;married;tertiary;no;202;no;no;cellular;2;yes
55;technician;married;tertiary;no;169;no;yes;cellular;2;yes
49;technician;married;tertiary;no;3726;no;no;cellular;2;yes
56;technician;divorced;secondary;no;146;yes;no;cellular;3;yes
46;technician;married;secondary;no;940;no;no;cellular;2;yes
57;retired;divorced;tertiary;no;734;no;no;cellular;4;yes
61;retired;married;secondary;no;77;no;no;cellular;4;yes
45;admin.;married;secondary;no;925;no;no;cellular;2;yes
39;management;married;tertiary;no;1836;no;no;cellular;3;yes
46;admin.;married;secondary;no;660;no;no;cellular;2;yes
43;management;single;tertiary;no;1304;no;no;cellular;2;yes
34;services;married;secondary;no;2956;no;no;cellular;2;yes
35;management;divorced;tertiary;no;146;no;no;cellular;2;yes
36;management;divorced;tertiary;yes;36;no;no;cellular;4;yes
45;management;divorced;tertiary;no;1;no;no;cellular;2;yes
47;technician;married;secondary;no;2480;no;no;cellular;2;yes
42;technician;married;tertiary;no;14282;yes;no;cellular;4;yes
40;management;single;tertiary;no;0;no;no;cellular;6;yes
40;technician;divorced;secondary;no;311;no;no;cellular;2;yes
32;technician;married;secondary;no;560;no;no;cellular;4;yes
33;technician;single;secondary;no;3059;no;yes;cellular;2;yes
32;self-employed;married;tertiary;no;1423;no;no;cellular;4;yes
46;blue-collar;married;primary;no;874;no;no;cellular;1;yes
50;admin.;married;secondary;no;706;yes;no;cellular;4;yes
51;blue-collar;married;primary;no;7098;no;no;cellular;7;yes
30;management;single;tertiary;no;5389;no;no;cellular;3;yes
39;technician;single;secondary;no;1104;no;no;cellular;2;yes
47;admin.;married;secondary;no;3070;no;no;cellular;4;yes
40;technician;divorced;secondary;no;0;no;no;cellular;2;yes
50;blue-collar;married;primary;no;4108;yes;no;cellular;2;yes
60;management;married;tertiary;no;0;no;no;cellular;3;yes
32;management;single;tertiary;no;4291;no;no;cellular;9;yes
57;technician;married;tertiary;no;6822;no;no;cellular;2;yes
41;self-employed;married;tertiary;no;231;no;no;cellular;2;yes
50;technician;married;secondary;no;3176;no;no;cellular;1;yes
46;technician;divorced;secondary;no;-824;yes;no;cellular;3;yes
31;management;married;tertiary;no;676;no;no;cellular;1;yes
36;technician;single;secondary;no;651;no;no;cellular;1;yes
45;technician;divorced;secondary;no;2657;no;no;cellular;3;yes
33;technician;divorced;secondary;no;801;no;no;cellular;5;yes
47;services;married;secondary;no;405;no;yes;cellular;2;yes
35;management;married;tertiary;no;82;no;no;cellular;4;yes
38;management;married;tertiary;no;179;no;no;unknown;4;yes
33;management;married;tertiary;no;1047;no;no;cellular;4;yes
44;technician;single;secondary;no;7138;no;no;cellular;2;yes
31;management;single;tertiary;no;165;no;yes;cellular;2;yes
31;management;single;tertiary;no;37;no;no;cellular;2;yes
49;services;married;secondary;no;823;no;no;cellular;4;yes
52;services;married;primary;no;1625;no;no;cellular;2;yes
31;technician;married;tertiary;no;120;no;no;cellular;1;yes
35;management;married;tertiary;no;2957;yes;yes;cellular;3;yes
31;management;single;tertiary;no;2;no;no;cellular;1;yes
36;technician;divorced;secondary;no;1;no;no;cellular;3;yes
39;management;married;tertiary;no;1795;no;no;cellular;7;yes
46;management;married;tertiary;no;4;no;no;cellular;4;yes
48;blue-collar;married;primary;no;476;no;no;cellular;3;yes
36;management;married;tertiary;no;9;no;no;cellular;4;yes
30;management;married;tertiary;no;131;yes;no;cellular;6;yes
33;management;single;tertiary;no;1120;no;no;cellular;2;yes
57;housemaid;married;primary;no;2785;no;no;cellular;4;yes
33;management;single;tertiary;no;0;no;no;cellular;7;yes
35;management;married;tertiary;no;43;no;no;cellular;4;yes
53;management;married;tertiary;no;0;no;no;cellular;2;yes
41;management;married;secondary;no;456;yes;no;cellular;4;yes
32;management;single;secondary;no;2018;no;no;cellular;1;yes
41;management;married;tertiary;no;0;no;no;cellular;5;yes
35;technician;single;secondary;no;354;no;no;cellular;3;yes
48;blue-collar;married;primary;no;719;no;yes;cellular;5;yes
34;management;married;tertiary;no;828;no;yes;cellular;3;yes
