age;job;balance;loan;marital;education;default;housing;contact;campaign;deposit
59;management;296;yes;married;tertiary;no;no;cellular;3;yes
25;services;333;yes;single;secondary;no;no;cellular;2;yes
58;management;3864;no;married;tertiary;no;yes;cellular;4;yes
30;entrepreneur;2686;no;married;primary;no;yes;cellular;3;yes
34;blue-collar;-109;no;single;primary;no;yes;cellular;4;yes
51;services;65;yes;divorced;secondary;no;no;cellular;1;yes
NA;NA;597;no;married;secondary;no;no;cellular;1;yes
51;entrepreneur;-799;yes;married;secondary;no;no;cellular;3;yes
37;management;NA;no;divorced;tertiary;no;no;cellular;5;yes
30;blue-collar;0;no;single;primary;no;no;cellular;3;yes
46;entrepreneur;-563;yes;divorced;secondary;no;no;cellular;4;yes
29;NA;NA;no;single;tertiary;no;no;cellular;5;yes
27;entrepreneur;139;no;married;tertiary;no;no;cellular;5;yes
28;management;0;no;single;tertiary;no;yes;cellular;5;yes
34;blue-collar;855;no;single;secondary;no;yes;cellular;1;yes
29;blue-collar;694;yes;single;unknown;no;yes;cellular;4;yes
27;management;151;no;single;tertiary;no;yes;cellular;1;yes
26;technician;354;no;single;secondary;no;no;cellular;1;yes
36;management;673;no;married;tertiary;no;yes;cellular;1;yes
44;blue-collar;1265;no;married;primary;no;yes;cellular;1;yes
39;blue-collar;597;no;married;tertiary;no;no;cellular;6;yes
30;technician;-393;yes;married;secondary;no;yes;cellular;1;yes
31;unemployed;256;no;divorced;tertiary;no;yes;cellular;2;yes
56;blue-collar;0;no;married;primary;no;yes;cellular;1;yes
29;blue-collar;2870;no;married;secondary;no;yes;cellular;1;yes
NA;blue-collar;184;yes;married;secondary;no;no;cellular;11;yes
32;blue-collar;1905;no;married;secondary;no;yes;cellular;2;yes
30;admin.;-36;no;single;secondary;no;no;cellular;9;yes
40;blue-collar;-839;yes;married;secondary;no;yes;cellular;2;yes
42;services;3465;yes;married;secondary;no;yes;cellular;2;yes
27;student;119;no;married;secondary;no;yes;cellular;2;yes
35;management;36;yes;married;tertiary;no;no;cellular;5;yes
35;housemaid;113;no;married;primary;no;yes;cellular;2;yes
32;blue-collar;118;no;single;secondary;no;yes;cellular;1;yes
39;technician;251;no;married;secondary;no;yes;cellular;2;yes
31;blue-collar;-277;no;divorced;secondary;no;yes;telephone;2;yes
26;services;-189;yes;single;secondary;no;no;cellular;2;yes
42;management;4;no;married;tertiary;no;yes;cellular;1;yes
27;services;1820;no;single;secondary;no;yes;cellular;1;yes
33;self-employed;1904;no;divorced;secondary;no;yes;cellular;2;yes
51;blue-collar;201;no;married;primary;no;yes;cellular;2;yes
33;admin.;0;no;married;secondary;no;yes;telephone;7;yes
30;NA;178;no;single;tertiary;no;no;cellular;3;yes
52;housemaid;3798;no;married;primary;no;yes;cellular;1;yes
42;blue-collar;301;no;divorced;primary;no;yes;cellular;2;yes
NA;management;294;no;divorced;tertiary;no;yes;cellular;5;yes
27;services;0;no;married;secondary;no;yes;cellular;5;yes
44;blue-collar;NA;yes;single;secondary;no;no;cellular;4;yes
40;entrepreneur;2998;no;divorced;secondary;no;yes;cellular;3;yes
46;housemaid;2084;no;divorced;primary;no;yes;cellular;2;yes
32;services;454;no;divorced;secondary;no;yes;cellular;1;yes
56;technician;179;no;divorced;secondary;no;no;cellular;1;yes
33;blue-collar;661;no;married;secondary;no;yes;cellular;1;yes
33;blue-collar;89;no;married;secondary;no;yes;cellular;2;yes
32;self-employed;102;no;married;primary;no;yes;cellular;1;yes
41;blue-collar;138;no;divorced;primary;no;yes;cellular;3;yes
31;admin.;622;no;single;secondary;no;no;cellular;1;yes
30;admin.;10;no;divorced;secondary;no;yes;cellular;2;yes
34;admin.;-251;no;divorced;secondary;no;no;cellular;1;yes
43;entrepreneur;104;no;married;secondary;no;yes;cellular;3;yes
28;blue-collar;173;no;married;secondary;no;no;cellular;7;yes
32;admin.;-46;yes;divorced;secondary;no;no;cellular;4;yes
31;blue-collar;0;yes;divorced;secondary;no;yes;cellular;4;yes
35;entrepreneur;145;no;single;tertiary;no;yes;cellular;2;yes
31;management;325;no;married;tertiary;no;yes;cellular;2;yes
25;services;2311;yes;single;secondary;no;no;cellular;2;yes
56;retired;158;yes;divorced;tertiary;no;no;cellular;1;yes
47;technician;1981;NA;married;secondary;no;yes;cellular;2;yes
39;management;1423;no;married;tertiary;no;yes;telephone;3;yes
51;management;2455;no;married;tertiary;no;yes;cellular;1;yes
54;technician;859;yes;divorced;secondary;no;no;cellular;1;yes
NA;retired;9004;no;married;unknown;no;no;cellular;4;yes
42;unemployed;970;no;married;unknown;no;yes;telephone;10;yes
56;services;486;yes;married;primary;no;no;telephone;1;yes
55;housemaid;127;no;married;secondary;no;yes;telephone;8;yes
26;blue-collar;409;no;single;primary;no;yes;cellular;2;yes
40;admin.;664;no;single;secondary;no;no;cellular;2;yes
26;technician;223;yes;single;secondary;no;no;cellular;3;yes
35;management;-324;yes;single;tertiary;no;no;cellular;11;yes
34;services;-30;no;single;secondary;no;no;cellular;3;yes
41;management;1253;no;single;tertiary;no;no;cellular;5;yes
44;management;4758;no;married;primary;no;yes;cellular;6;yes
33;management;30;no;single;tertiary;no;yes;cellular;1;yes
NA;management;81;yes;divorced;tertiary;no;no;cellular;1;yes
38;technician;0;no;married;secondary;no;yes;cellular;1;yes
35;technician;328;no;married;tertiary;no;yes;cellular;2;yes
41;technician;145;no;single;tertiary;no;no;cellular;2;yes
41;management;465;NA;divorced;unknown;no;yes;cellular;1;yes
28;blue-collar;751;no;married;secondary;no;yes;cellular;5;yes
26;services;-379;yes;married;secondary;no;yes;cellular;7;yes
39;blue-collar;0;no;single;secondary;no;no;cellular;4;yes
25;admin.;349;no;married;unknown;no;yes;cellular;8;yes
37;admin.;1110;no;married;secondary;no;yes;telephone;11;yes
25;management;2228;no;married;secondary;no;yes;cellular;1;yes
46;management;2166;no;divorced;tertiary;no;yes;cellular;1;yes
25;blue-collar;-247;no;single;secondary;no;yes;cellular;1;yes
28;technician;-123;yes;single;tertiary;no;no;cellular;1;yes
33;services;44;yes;divorced;secondary;no;no;cellular;1;yes
32;management;131;yes;single;secondary;no;yes;cellular;2;yes
32;blue-collar;476;NA;married;secondary;no;yes;cellular;9;yes
47;technician;1101;no;single;secondary;no;yes;cellular;3;yes
50;entrepreneur;-168;no;married;tertiary;no;yes;cellular;2;yes
27;technician;-392;NA;married;secondary;no;yes;cellular;2;yes
45;admin.;524;no;married;secondary;no;yes;cellular;1;yes
51;admin.;895;no;single;secondary;no;no;cellular;2;yes
36;admin.;212;yes;married;secondary;no;yes;cellular;6;yes
51;self-employed;95;no;married;secondary;no;yes;cellular;4;yes
NA;services;395;no;single;tertiary;no;yes;cellular;6;yes
59;technician;135;yes;married;secondary;no;yes;cellular;4;yes
38;entrepreneur;0;no;married;tertiary;no;no;cellular;2;yes
40;services;471;no;married;secondary;no;yes;cellular;4;yes
51;blue-collar;603;no;married;primary;no;yes;cellular;2;yes
41;entrepreneur;663;no;single;secondary;no;no;cellular;1;yes
38;NA;593;yes;married;secondary;no;yes;cellular;24;yes
31;NA;1224;yes;married;tertiary;no;yes;cellular;2;yes
28;admin.;2;no;single;secondary;no;yes;cellular;1;yes
41;blue-collar;720;yes;married;secondary;yes;no;cellular;1;yes
33;management;990;no;divorced;tertiary;no;yes;cellular;2;yes
25;student;1747;no;single;secondary;no;yes;cellular;1;yes
45;admin.;59;no;divorced;secondary;no;yes;cellular;8;yes
NA;blue-collar;33;no;married;primary;no;yes;cellular;2;yes
28;services;340;no;single;secondary;no;yes;cellular;2;yes
49;technician;305;no;divorced;secondary;no;no;cellular;2;yes
25;services;0;no;married;secondary;no;yes;cellular;9;yes
28;unemployed;497;no;single;tertiary;no;yes;cellular;6;yes
54;retired;1371;no;married;secondary;no;no;telephone;2;yes
28;technician;1628;no;single;tertiary;no;yes;cellular;2;yes
27;technician;372;yes;single;tertiary;no;yes;cellular;2;yes
49;blue-collar;566;no;single;primary;no;yes;cellular;2;yes
53;blue-collar;343;no;married;primary;no;yes;cellular;5;yes
26;technician;941;yes;single;secondary;no;no;cellular;1;yes
37;services;775;yes;married;secondary;no;no;cellular;1;yes
34;blue-collar;1759;yes;single;secondary;no;no;cellular;1;yes
51;retired;1495;no;married;primary;no;no;telephone;4;yes
39;housemaid;1444;no;married;secondary;no;no;telephone;8;yes
35;technician;470;no;single;tertiary;no;yes;cellular;13;yes
51;unemployed;1162;no;married;primary;no;yes;cellular;1;yes
30;management;2;yes;single;tertiary;no;yes;cellular;8;yes
42;blue-collar;1628;no;single;primary;no;yes;cellular;8;yes
54;management;1134;no;married;secondary;no;yes;cellular;3;yes
51;blue-collar;0;yes;married;primary;no;yes;cellular;3;yes
57;retired;63;yes;divorced;primary;no;no;cellular;17;yes
30;management;1221;no;married;tertiary;no;yes;telephone;4;yes
37;blue-collar;5024;yes;single;secondary;no;no;cellular;4;yes
39;technician;10685;no;married;secondary;no;yes;cellular;9;yes
35;technician;1629;no;married;tertiary;no;no;cellular;4;yes
48;management;268;no;married;secondary;no;yes;cellular;7;yes
31;management;0;yes;married;tertiary;no;yes;cellular;8;yes
35;self-employed;NA;no;married;secondary;no;yes;cellular;3;yes
48;housemaid;513;yes;married;secondary;no;no;cellular;3;yes
53;housemaid;362;no;married;primary;no;no;cellular;2;yes
27;technician;3933;no;single;secondary;no;no;cellular;3;yes
55;technician;3899;no;married;secondary;no;yes;telephone;4;yes
40;NA;473;no;married;secondary;no;yes;cellular;3;yes
40;self-employed;1616;no;single;tertiary;no;no;telephone;7;yes
38;blue-collar;NA;no;divorced;secondary;no;yes;cellular;4;yes
NA;retired;129;yes;single;secondary;no;no;cellular;2;yes
54;technician;1938;yes;married;secondary;no;no;cellular;3;yes
50;admin.;133;no;single;secondary;no;no;cellular;4;yes
48;management;2263;no;divorced;tertiary;no;no;cellular;2;yes
41;services;1538;no;married;unknown;no;no;cellular;2;yes
51;blue-collar;NA;no;divorced;primary;no;no;cellular;2;yes
42;technician;2625;no;single;tertiary;no;no;cellular;2;yes
58;retired;1080;no;divorced;secondary;no;yes;cellular;2;yes
47;unemployed;312;no;married;secondary;no;no;cellular;1;yes
58;admin.;145;no;married;secondary;no;yes;telephone;13;yes
41;blue-collar;-190;yes;married;secondary;no;no;cellular;3;yes
50;admin.;2678;no;married;secondary;no;no;telephone;6;yes
46;housemaid;271;no;married;secondary;no;yes;cellular;29;yes
44;blue-collar;0;no;married;secondary;no;no;cellular;2;yes
36;services;0;no;married;secondary;no;no;cellular;2;yes
58;management;3161;no;divorced;secondary;no;no;telephone;2;yes
44;unemployed;-4;yes;single;primary;yes;no;cellular;2;yes
49;entrepreneur;-701;no;divorced;unknown;yes;yes;cellular;2;yes
55;management;-375;no;married;tertiary;no;no;cellular;2;yes
52;unemployed;959;NA;married;primary;no;no;telephone;2;yes
60;retired;1091;no;divorced;secondary;no;no;cellular;5;yes
41;NA;-1;yes;married;unknown;yes;no;cellular;4;yes
36;management;96;no;married;tertiary;no;no;cellular;4;yes
41;blue-collar;0;no;divorced;primary;no;no;cellular;2;yes
50;entrepreneur;230;NA;married;tertiary;no;no;telephone;4;yes
44;housemaid;-156;NA;married;primary;no;no;cellular;2;yes
54;technician;114;no;married;secondary;no;no;cellular;3;yes
35;management;-468;no;married;tertiary;no;yes;cellular;8;yes
59;retired;679;no;divorced;secondary;no;no;cellular;4;yes
42;entrepreneur;206;no;married;unknown;no;yes;cellular;2;yes
27;management;1;no;single;tertiary;no;yes;cellular;4;yes
59;housemaid;2518;no;divorced;primary;no;no;cellular;3;yes
43;admin.;378;no;married;secondary;no;no;cellular;8;yes
39;technician;391;yes;single;secondary;no;no;cellular;4;yes
33;unemployed;-144;no;married;secondary;no;no;cellular;3;yes
36;self-employed;1240;no;single;tertiary;no;no;cellular;3;yes
35;blue-collar;1792;no;divorced;primary;no;yes;cellular;6;yes
50;blue-collar;2284;no;married;unknown;no;yes;telephone;17;yes
55;technician;264;yes;married;secondary;no;yes;cellular;5;yes
51;unemployed;0;no;divorced;tertiary;no;no;cellular;2;yes
48;entrepreneur;-392;no;married;tertiary;yes;no;cellular;4;yes
55;NA;77;no;divorced;primary;no;no;cellular;6;yes
NA;services;48;no;married;secondary;no;yes;cellular;13;yes
53;blue-collar;252;no;married;primary;no;no;cellular;4;yes
40;blue-collar;1954;no;married;secondary;no;no;cellular;2;yes
44;technician;755;yes;married;primary;no;no;cellular;4;yes
49;management;755;no;divorced;tertiary;no;no;cellular;4;yes
40;admin.;341;no;married;secondary;no;no;cellular;5;yes
58;unemployed;1183;no;married;primary;no;no;cellular;5;yes
NA;services;388;no;married;secondary;no;no;telephone;4;yes
38;technician;1919;no;married;secondary;no;no;cellular;1;yes
NA;housemaid;1613;no;divorced;tertiary;no;no;cellular;1;yes
36;management;0;no;divorced;tertiary;no;no;cellular;1;yes
55;retired;0;no;married;secondary;no;no;cellular;1;yes
43;technician;0;no;married;tertiary;no;no;cellular;2;yes
60;management;0;no;divorced;secondary;no;no;cellular;3;yes
57;retired;466;no;married;secondary;no;no;cellular;2;yes
41;technician;515;no;married;tertiary;no;no;cellular;2;yes
50;technician;2313;no;married;tertiary;no;no;cellular;1;yes
53;blue-collar;-8;no;married;secondary;no;no;cellular;1;yes
59;retired;1634;yes;married;primary;no;yes;cellular;1;yes
59;housemaid;100;no;married;primary;no;no;cellular;1;yes
52;unknown;5361;no;married;unknown;no;no;cellular;3;yes
58;management;1257;no;divorced;tertiary;no;no;cellular;1;yes
59;retired;3400;no;married;primary;no;yes;cellular;3;yes
49;technician;1377;no;single;secondary;no;no;cellular;1;yes
33;management;2885;no;divorced;tertiary;no;no;cellular;2;yes
55;blue-collar;512;no;married;primary;no;no;cellular;2;yes
42;technician;921;no;married;tertiary;no;no;cellular;3;yes
52;services;1000;no;married;secondary;no;no;cellular;2;yes
38;technician;NA;NA;married;tertiary;no;no;cellular;2;yes
55;technician;169;yes;married;tertiary;no;no;cellular;2;yes
49;technician;3726;no;married;tertiary;no;no;cellular;2;yes
56;technician;146;no;divorced;secondary;no;yes;cellular;3;yes
46;technician;940;no;married;secondary;no;no;cellular;2;yes
57;retired;734;no;divorced;tertiary;no;no;cellular;4;yes
61;retired;77;no;married;secondary;no;no;cellular;4;yes
45;admin.;925;no;married;secondary;no;no;cellular;2;yes
39;management;1836;no;married;tertiary;no;no;cellular;3;yes
46;admin.;660;no;married;secondary;no;no;cellular;2;yes
43;management;1304;no;single;tertiary;no;no;cellular;2;yes
34;services;2956;no;married;secondary;no;no;cellular;2;yes
35;management;146;no;divorced;tertiary;no;no;cellular;2;yes
36;management;36;no;divorced;tertiary;yes;no;cellular;4;yes
45;management;1;no;divorced;tertiary;no;no;cellular;2;yes
47;technician;2480;no;married;secondary;no;no;cellular;2;yes
42;technician;14282;no;married;tertiary;no;yes;cellular;4;yes
40;management;0;NA;single;tertiary;no;no;cellular;6;yes
40;technician;311;no;divorced;secondary;no;no;cellular;2;yes
32;technician;560;no;married;secondary;no;no;cellular;4;yes
33;technician;3059;yes;single;secondary;no;no;cellular;2;yes
32;self-employed;1423;no;married;tertiary;no;no;cellular;4;yes
46;blue-collar;874;no;married;primary;no;no;cellular;1;yes
50;admin.;706;no;married;secondary;no;yes;cellular;4;yes
51;blue-collar;7098;no;married;primary;no;no;cellular;7;yes
30;management;5389;no;single;tertiary;no;no;cellular;3;yes
39;technician;1104;no;single;secondary;no;no;cellular;2;yes
47;admin.;3070;no;married;secondary;no;no;cellular;4;yes
40;technician;0;no;divorced;secondary;no;no;cellular;2;yes
50;blue-collar;4108;no;married;primary;no;yes;cellular;2;yes
60;NA;0;no;married;tertiary;no;no;cellular;3;yes
32;management;4291;no;single;tertiary;no;no;cellular;9;yes
57;technician;6822;no;married;tertiary;no;no;cellular;2;yes
41;self-employed;231;no;married;tertiary;no;no;cellular;2;yes
NA;technician;3176;no;married;secondary;no;no;cellular;1;yes
46;technician;-824;no;divorced;secondary;no;yes;cellular;3;yes
31;management;676;no;married;tertiary;no;no;cellular;1;yes
36;technician;651;no;single;secondary;no;no;cellular;1;yes
45;technician;2657;no;divorced;secondary;no;no;cellular;3;yes
33;technician;801;no;divorced;secondary;no;no;cellular;5;yes
47;services;NA;yes;married;secondary;no;no;cellular;2;yes
35;management;82;no;married;tertiary;no;no;cellular;4;yes
38;management;179;no;married;tertiary;no;no;unknown;4;yes
33;management;1047;no;married;tertiary;no;no;cellular;4;yes
44;technician;7138;no;single;secondary;no;no;cellular;2;yes
31;management;165;yes;single;tertiary;no;no;cellular;2;yes
31;management;NA;no;single;tertiary;no;no;cellular;2;yes
49;services;823;no;married;secondary;no;no;cellular;4;yes
52;services;1625;no;married;primary;no;no;cellular;2;yes
NA;technician;120;no;married;tertiary;no;no;cellular;1;yes
35;management;2957;yes;married;tertiary;no;yes;cellular;3;yes
31;management;2;NA;single;tertiary;no;no;cellular;1;yes
36;technician;1;no;divorced;secondary;no;no;cellular;3;yes
39;management;1795;no;married;tertiary;no;no;cellular;7;yes
46;management;4;no;married;tertiary;no;no;cellular;4;yes
48;blue-collar;476;no;married;primary;no;no;cellular;3;yes
36;management;9;no;married;tertiary;no;no;cellular;4;yes
30;management;131;no;married;tertiary;no;yes;cellular;6;yes
33;management;1120;no;single;tertiary;no;no;cellular;2;yes
57;housemaid;NA;no;married;primary;no;no;cellular;4;yes
33;management;0;no;single;tertiary;no;no;cellular;7;yes
35;management;43;no;married;tertiary;no;no;cellular;4;yes
53;management;0;no;married;tertiary;no;no;cellular;2;yes
41;management;456;no;married;secondary;no;yes;cellular;4;yes
32;management;2018;NA;single;secondary;no;no;cellular;1;yes
41;management;0;no;married;tertiary;no;no;cellular;5;yes
35;technician;354;no;single;secondary;no;no;cellular;3;yes
48;blue-collar;719;yes;married;primary;no;no;cellular;5;yes
34;management;828;yes;married;tertiary;no;no;cellular;3;yes
47;blue-collar;2787;no;married;secondary;no;no;cellular;1;yes
46;unemployed;2551;no;married;secondary;no;no;cellular;2;yes
NA;retired;2722;no;married;secondary;no;no;cellular;2;yes
39;management;1880;no;married;secondary;no;no;cellular;2;yes
57;blue-collar;2112;no;married;primary;no;no;cellular;2;yes
