DEFAULT;GENDER;AGE;CITIZEN;PART;INCOME;BALANCE
No;Male;35;GE;No;23,155.3;833.6
No;Male;36;GE;Yes;15,826.0;1,047.6
No;Male;40;DE;No;60,220.3;563.5
No;Male;37;FR;No;33,482.2;271.2
No;Male;40;HO;Yes;18,960.5;1,229.1
No;Male;39;GR;No;39,491.8;378.3
Yes;Male;35;UK;No;38,407.8;1,853.4
No;Male;36;FR;No;53,000.6;599.3
No;Female;40;IT;No;33,781.9;495.9
No;Male;45;GE;No;22,826.4;987.0
No;Male;37;GE;No;62,134.3;5.0
No;Male;39;DE;No;20,360.9;1,316.6
No;Female;38;IT;No;48,879.2;436.8
No;Male;54;GR;Yes;24,500.6;158.0
No;Male;44;UK;No;35,024.3;632.0
No;Male;49;UK;No;45,916.5;596.6
No;Female;38;PO;No;53,306.5;734.0
No;Female;45;SP;No;44,531.9;529.7
Yes;Male;40;SP;No;27,440.8;2,228.3
No;Male;41;IT;No;52,698.1;993.7
No;Female;34;UK;No;51,639.7;1,377.4
No;Male;50;PO;No;38,248.5;806.0
No;Female;36;GE;No;25,082.2;432.1
No;Female;39;IT;No;46,709.5;1,032.0
No;Male;39;GE;No;58,014.0;863.0
No;Male;37;GE;Yes;17,153.2;916.6
No;Male;43;FR;No;31,736.5;382.0
No;Male;47;IT;No;59,551.2;690.3
No;Male;34;PO;No;49,361.9;441.2
No;Male;34;UK;No;56,483.7;5.8
No;Male;35;UK;No;37,689.0;777.4
No;Male;35;UK;Yes;20,335.2;1,684.3
No;Female;40;GE;No;48,689.4;1,390.3
No;Male;40;GE;No;32,956.2;5.4
No;Female;44;GE;Yes;17,186.5;5.0
No;Male;39;GE;No;55,232.1;1,214.9
No;Male;39;FR;No;34,538.0;1,035.8
No;Male;44;SP;No;47,607.9;1,046.3
No;Female;47;UK;Yes;12,683.7;1,154.1
No;Male;35;GE;No;48,106.6;6.4
Yes;Male;31;UK;No;44,334.8;1,633.6
No;Male;36;FR;Yes;12,049.1;549.3
Yes;Female;35;UK;No;39,164.4;1,598.2
No;Female;51;GR;No;29,418.7;5.7
No;Female;44;GE;No;40,823.1;535.8
No;Male;33;SP;Yes;17,938.8;1,489.6
No;Female;44;PO;No;40,083.0;388.3
No;Male;50;GR;No;42,428.4;105.8
No;Female;43;GE;No;54,139.3;243.6
No;Male;42;SP;No;38,031.0;761.4
Yes;Female;33;GE;Yes;17,769.4;2,109.7
No;Male;35;HO;No;48,998.9;1,585.7
No;Male;46;SP;No;33,414.3;969.8
No;Female;43;SP;Yes;17,779.0;1,002.9
No;Male;46;IT;Yes;10,290.9;1,485.5
No;Male;45;GE;Yes;16,431.9;5.0
No;Male;38;UK;Yes;15,460.4;1,033.3
No;Male;35;UK;No;47,527.1;41.9
No;Male;40;FR;No;32,619.5;1,726.7
Yes;Female;38;FR;Yes;12,455.7;1,902.6
No;Male;40;IT;Yes;17,303.1;1,229.5
Yes;Male;35;HO;No;43,529.1;1,834.3
No;Female;34;FR;Yes;15,714.0;290.2
Yes;Male;31;UK;Yes;20,205.3;1,475.0
Yes;Male;42;GE;No;21,862.1;1,662.3
No;Female;40;HO;No;25,717.7;289.1
No;Male;34;UK;Yes;21,594.1;1,741.4
No;Male;36;GE;Yes;21,129.2;674.9
No;Male;38;UK;Yes;15,203.3;292.6
No;Female;45;SP;No;40,134.9;257.8
No;Male;39;FR;No;35,277.5;5.3
No;Male;40;UK;No;35,136.4;635.6
No;Male;35;UK;Yes;13,538.4;1,455.5
No;Male;50;SP;Yes;15,753.5;1,247.2
No;Male;37;GE;No;38,470.3;369.6
Yes;Female;33;GE;No;55,554.6;1,647.5
No;Female;39;FR;Yes;10,855.2;1,656.4
No;Female;38;FR;Yes;20,001.0;714.7
No;Male;43;GE;No;33,757.0;525.4
No;Female;52;GR;No;51,706.0;1,330.0
No;Male;39;GE;No;31,039.8;714.4
No;Male;37;GE;Yes;13,723.0;1,046.4
No;Female;36;SP;No;42,397.9;870.6
No;Male;50;UK;No;33,299.0;1,184.9
No;Male;36;FR;Yes;16,806.6;669.7
No;Male;39;GE;Yes;13,459.5;794.1
No;Male;33;GE;No;35,760.4;276.3
No;Female;36;GE;No;43,845.6;680.1
No;Male;41;PO;Yes;14,985.5;1,545.6
No;Female;36;GE;No;48,093.9;973.3
No;Male;36;FR;No;41,907.0;943.1
Yes;Male;30;GE;No;35,073.5;1,952.6
No;Female;37;FR;No;52,273.7;1,170.3
No;Male;44;UK;No;19,483.7;1,337.4
No;Male;39;FR;Yes;11,080.5;630.1
No;Male;35;GE;No;41,907.3;1,245.6
No;Male;36;GE;No;39,725.8;830.9
No;Male;36;SP;Yes;18,835.1;1,769.9
No;Female;39;UK;No;41,357.5;867.4
No;Male;40;GE;Yes;14,345.0;1,146.0
No;Male;41;UK;No;36,682.5;584.7
No;Female;39;GE;No;35,011.8;815.0
No;Male;37;FR;Yes;16,418.5;203.7
No;Male;46;UK;No;44,192.2;510.7
No;Male;36;UK;No;43,494.0;1,285.0
No;Male;36;FR;No;55,204.9;1,615.5
No;Male;37;SP;No;44,019.8;186.2
No;Male;37;GR;No;57,316.0;328.0
No;Female;37;GE;Yes;16,256.7;1,027.7
No;Male;34;GE;Yes;11,588.9;1,463.5
No;Male;37;GE;Yes;18,579.9;1,074.4
No;Male;41;PO;No;32,628.4;641.7
No;Male;44;IT;No;47,624.3;6.6
No;Male;43;FR;No;54,797.1;175.8
No;Male;33;FR;No;55,468.2;487.9
No;Female;40;DE;Yes;20,382.0;788.8
No;Male;34;GE;No;34,445.5;1,310.1
No;Male;36;GE;Yes;13,829.5;1,200.5
Yes;Male;32;FR;No;30,363.2;1,168.3
No;Male;39;GE;No;30,332.4;471.0
No;Female;37;SP;No;30,857.1;586.1
No;Male;41;UK;No;28,487.7;526.5
No;Female;39;SP;No;43,547.1;801.1
No;Male;47;SP;Yes;17,922.4;637.3
No;Male;52;DE;Yes;24,276.4;868.2
No;Male;33;FR;Yes;25,671.5;222.3
No;Male;35;SP;No;58,759.4;587.2
No;Male;39;FR;No;35,131.8;866.7
Yes;Female;27;GE;No;50,547.1;1,964.5
Yes;Male;39;GE;Yes;25,680.0;2,010.3
No;Male;46;SP;No;38,146.3;330.0
No;Male;36;HO;No;41,258.6;324.7
Yes;Male;33;GE;No;34,351.8;1,970.4
No;Female;45;FR;Yes;18,057.3;471.5
Yes;Male;39;GE;No;40,372.8;1,396.6
No;Male;42;UK;No;36,550.9;604.0
Yes;Male;38;GE;Yes;11,775.7;2,334.0
No;Male;40;GE;No;39,762.9;5.0
No;Female;36;GE;Yes;14,513.1;465.2
No;Male;43;SP;No;35,134.7;737.8
Yes;Male;30;UK;No;52,026.0;2,290.7
No;Male;42;GE;No;43,888.0;1,714.4
No;Male;38;GE;No;35,569.0;1,067.2
No;Male;40;GE;Yes;22,802.2;672.9
No;Female;39;FR;No;32,938.5;1,546.6
No;Male;39;FR;No;34,828.5;995.9
No;Female;38;IT;No;44,202.7;218.5
No;Female;44;IT;No;39,393.8;284.3
No;Male;39;UK;No;25,573.1;1,278.5
No;Male;40;PO;No;39,173.6;375.0
No;Male;45;FR;No;39,900.6;6.1
No;Female;37;FR;No;35,038.4;1,073.1
No;Male;37;GR;Yes;19,126.7;816.0
No;Male;44;UK;No;44,240.4;5.0
No;Male;43;UK;Yes;12,703.0;841.8
No;Female;36;GE;Yes;17,553.7;1,499.5
No;Male;35;DE;No;18,407.6;287.3
No;Male;36;GR;No;39,528.1;1,103.0
Yes;Male;38;UK;No;48,999.4;1,134.5
No;Male;36;FR;Yes;24,963.8;512.1
No;Female;38;FR;No;15,693.3;370.7
No;Female;38;GE;Yes;15,070.7;1,271.7
No;Male;38;FR;No;45,149.0;764.1
No;Female;41;SP;Yes;14,961.0;931.6
No;Male;35;GR;Yes;19,244.2;927.4
Yes;Male;35;GE;Yes;13,657.5;1,727.1
No;Female;40;SP;No;26,091.4;481.3
No;Male;45;IT;No;41,428.5;159.3
No;Female;35;FR;Yes;17,728.4;1,208.2
No;Female;47;UK;Yes;18,661.0;1,033.1
No;Male;40;FR;No;46,569.8;570.0
No;Male;39;GE;No;35,759.9;134.3
No;Male;42;DE;No;51,536.7;303.1
No;Female;39;DE;Yes;14,511.8;654.0
No;Male;40;FR;No;17,458.6;614.4
Yes;Male;36;UK;No;51,500.7;2,501.5
No;Female;40;IT;No;41,767.1;697.4
No;Male;38;UK;No;65,622.2;783.5
No;Female;36;UK;No;26,576.8;296.8
No;Female;45;GE;No;29,948.0;1,657.0
No;Male;38;GE;No;61,095.8;1,154.2
No;Male;32;UK;No;46,220.0;290.9
No;Male;40;DE;Yes;6,118.3;918.8
No;Male;37;UK;Yes;22,892.6;1,037.7
No;Male;47;IT;No;37,698.7;1,293.9
Yes;Female;37;DE;No;52,330.4;2,072.3
No;Male;35;FR;No;38,183.5;616.0
No;Male;39;GE;No;37,683.4;576.9
No;Male;39;UK;No;54,169.6;736.1
No;Male;39;GE;Yes;15,971.9;185.6
No;Male;38;GE;Yes;11,856.0;565.6
No;Male;43;SP;No;38,706.5;698.0
Yes;Male;32;FR;Yes;17,014.4;1,926.3
No;Male;47;GE;No;56,628.2;505.1
No;Female;41;FR;No;46,459.8;5.0
No;Male;43;FR;Yes;23,548.9;1,290.8
No;Male;37;DE;Yes;18,071.4;419.9
No;Male;38;UK;Yes;16,678.8;1,410.7
No;Male;47;FR;No;33,781.2;1,341.4
No;Male;41;FR;No;48,165.4;785.8
Yes;Female;33;IT;No;43,148.5;1,722.8
Yes;Male;34;SP;No;22,282.2;1,743.5
No;Female;34;UK;No;50,812.9;956.7
No;Female;42;GE;No;44,227.0;1,364.3
No;Male;38;UK;Yes;20,880.3;5.0
No;Male;34;FR;Yes;14,902.0;1,418.7
No;Female;41;GR;No;39,928.7;928.4
No;Female;38;GR;No;44,422.6;1,028.2
No;Male;36;GE;No;13,897.0;761.6
No;Male;42;UK;No;42,453.9;414.5
Yes;Male;34;HO;No;37,285.3;1,412.4
No;Male;33;GE;No;37,603.8;5.3
No;Male;52;GE;No;16,161.7;124.1
No;Male;35;GE;Yes;11,786.4;1,213.9
No;Female;45;UK;Yes;15,965.0;869.8
Yes;Male;46;HO;No;36,643.3;2,004.0
No;Male;39;GE;No;38,654.4;775.1
No;Female;37;GR;Yes;16,406.0;979.8
No;Male;40;UK;No;29,825.0;1,452.9
No;Male;37;GE;No;53,603.9;212.5
No;Male;47;GR;Yes;15,790.8;449.7
No;Male;49;GR;No;44,459.0;349.7
No;Female;41;GE;No;51,836.4;296.0
No;Female;47;SP;No;42,033.2;5.0
No;Female;39;FR;No;34,021.3;1,426.5
No;Male;36;UK;No;44,102.2;1,430.2
No;Male;42;UK;No;48,852.2;1,165.4
No;Female;52;UK;No;43,831.8;1,724.5
No;Male;37;GE;Yes;16,519.7;705.3
No;Male;42;IT;No;31,442.0;310.7
Yes;Male;32;FR;No;27,349.3;1,973.0
No;Male;37;SP;No;47,299.5;909.8
No;Male;40;UK;No;36,169.9;5.3
No;Male;41;GR;Yes;17,720.6;944.6
No;Male;40;GE;No;43,385.8;886.3
No;Female;39;GE;Yes;13,753.3;1,670.6
No;Female;35;UK;No;22,418.2;1,447.6
No;Female;40;SP;Yes;21,611.8;545.6
No;Male;41;FR;No;51,467.1;833.7
No;Male;40;GR;No;47,677.7;247.1
No;Male;41;GE;Yes;21,409.8;702.6
No;Female;38;UK;No;43,628.9;586.3
No;Male;42;DE;No;48,282.4;5.0
No;Female;44;UK;No;29,411.7;1,035.8
Yes;Female;27;HO;Yes;20,032.8;2,260.6
No;Male;36;UK;Yes;20,763.0;843.9
No;Female;42;SP;No;54,845.2;656.2
No;Male;40;FR;Yes;2,996.8;697.4
No;Male;36;HO;No;23,956.9;1,097.4
Yes;Male;40;SP;No;37,636.5;1,242.6
No;Female;35;GE;No;34,394.3;1,024.0
No;Male;38;IT;Yes;14,993.1;1,546.4
No;Male;38;GR;Yes;17,670.6;978.8
No;Female;38;GE;Yes;21,592.7;795.1
No;Female;42;IT;Yes;17,330.9;1,581.8
No;Male;40;FR;No;36,943.0;574.9
No;Male;44;GE;No;30,964.3;38.2
No;Male;39;UK;No;50,215.6;253.9
No;Male;43;SP;No;38,492.3;252.7
No;Male;37;UK;Yes;21,214.8;1,290.1
No;Female;38;UK;No;64,950.6;534.0
No;Male;36;SP;Yes;18,271.3;1,723.6
No;Female;38;GR;No;53,987.2;512.5
No;Male;37;FR;No;47,090.0;1,296.1
No;Male;49;UK;No;35,384.1;821.4
No;Male;35;GE;No;44,038.6;748.7
No;Male;42;GE;No;39,727.2;254.8
No;Male;37;GE;No;19,371.5;1,022.7
No;Female;36;GE;Yes;25,667.3;220.1
Yes;Female;43;UK;Yes;18,105.8;1,473.4
No;Male;47;FR;No;43,969.5;457.3
No;Male;36;SP;Yes;15,417.3;1,163.9
No;Male;39;SP;Yes;12,469.4;1,135.0
No;Male;35;DE;No;49,924.3;148.2
No;Male;44;SP;Yes;21,730.9;1,390.1
Yes;Male;33;HO;No;33,442.7;1,809.8
No;Male;42;GE;No;39,519.9;1,102.9
No;Male;40;IT;No;34,909.5;1,063.0
No;Male;35;UK;No;49,302.6;319.3
No;Male;37;UK;No;32,329.5;65.6
No;Male;35;UK;No;44,642.5;1,527.9
No;Male;45;FR;No;54,940.9;619.4
No;Male;42;UK;Yes;19,666.0;302.0
Yes;Male;36;UK;Yes;13,020.3;1,944.6
No;Male;39;GE;No;42,432.9;515.4
No;Female;39;FR;Yes;18,050.2;1,335.5
No;Female;48;UK;No;28,634.6;795.8
No;Male;36;UK;Yes;11,582.7;861.7
Yes;Male;40;GE;Yes;20,106.9;2,082.7
No;Male;40;SP;Yes;15,691.8;905.5
No;Male;38;UK;Yes;15,304.7;898.1
Yes;Male;34;UK;No;53,386.9;1,900.1
No;Female;43;UK;No;54,414.2;1,158.8
No;Male;36;GE;No;30,182.1;243.5
No;Male;42;UK;No;36,255.0;5.0
No;Male;36;UK;No;45,805.3;390.1
No;Female;39;SP;No;28,901.5;741.9
No;Female;42;UK;Yes;16,896.3;520.8
Yes;Female;32;DE;No;38,789.6;1,567.5
No;Male;36;UK;No;35,490.5;1,383.7
No;Male;41;GE;No;36,173.6;828.2
No;Female;38;FR;No;25,551.0;625.2
No;Male;41;IT;Yes;22,317.8;594.7
No;Female;43;SP;No;50,919.7;1,174.9
No;Male;38;GE;No;30,640.5;1,094.7
No;Female;35;PO;Yes;20,216.1;1,582.6
No;Female;39;SP;No;49,718.9;377.5
No;Female;36;IT;No;43,503.8;1,286.1
No;Male;40;GR;No;40,047.9;1,268.3
No;Female;46;IT;No;26,656.2;855.3
No;Male;38;HO;Yes;11,792.6;935.1
No;Male;40;HO;No;36,167.1;500.7
Yes;Male;31;DE;No;42,111.8;1,993.4
No;Male;38;PO;No;32,991.5;819.2
No;Male;35;GE;No;36,273.3;537.5
No;Female;32;SP;Yes;14,382.2;1,684.3
No;Male;43;FR;Yes;15,854.0;1,150.0
No;Male;37;SP;No;37,992.2;423.3
Yes;Male;44;GE;Yes;22,643.0;1,890.0
No;Female;39;FR;Yes;14,224.4;936.3
No;Male;37;FR;No;31,969.7;1,250.2
No;Female;40;IT;No;53,409.3;799.9
No;Male;39;IT;No;35,955.6;768.8
No;Male;46;GE;No;21,822.2;5.0
No;Female;33;FR;No;35,920.1;838.3
No;Male;40;FR;No;45,928.0;644.4
No;Male;38;FR;No;41,366.3;1,081.2
No;Male;38;GE;No;24,465.8;885.1
No;Male;39;HO;No;36,706.1;693.7
No;Male;41;DE;No;49,670.7;965.4
Yes;Female;41;FR;No;28,122.7;1,981.2
No;Male;39;GE;No;25,095.9;1,033.3
Yes;Male;31;GR;No;49,313.5;1,563.6
No;Male;41;UK;No;47,658.0;1,635.4
No;Male;35;UK;Yes;20,499.4;811.0
No;Male;43;DE;No;20,961.2;723.4
No;Male;35;GE;No;44,581.0;5.8
No;Male;31;GE;Yes;16,562.4;804.2
No;Male;50;FR;No;30,471.2;643.5
No;Female;43;GR;No;42,194.7;1,353.9
No;Male;43;IT;Yes;10,272.9;5.0
No;Male;37;SP;No;46,605.9;890.8
No;Male;36;FR;No;34,057.8;5.0
No;Male;36;FR;Yes;22,752.8;1,716.4
No;Female;33;HO;No;15,055.7;957.3
No;Female;41;UK;No;46,134.5;267.2
Yes;Male;35;FR;Yes;18,016.8;2,268.5
No;Male;43;FR;No;38,563.0;1,461.8
No;Male;46;GR;Yes;17,968.1;1,078.0
No;Female;36;UK;Yes;14,069.8;1,317.5
Yes;Male;36;FR;No;42,311.9;1,807.2
No;Female;37;FR;No;45,190.0;968.4
No;Male;36;GE;Yes;20,465.2;1,335.4
Yes;Male;30;FR;No;42,008.4;1,719.4
No;Male;56;UK;No;38,620.8;5.0
No;Male;42;DE;No;34,640.4;1,061.6
No;Female;51;IT;Yes;16,089.3;740.3
No;Male;44;DE;No;50,098.9;114.3
No;Male;41;GE;Yes;23,434.4;795.9
No;Male;40;FR;Yes;19,278.5;1,090.0
No;Male;34;SP;No;40,792.5;1,728.1
No;Male;35;FR;No;42,318.8;935.0
No;Male;44;DE;No;33,874.4;843.9
No;Male;43;GE;No;43,008.7;472.4
No;Male;38;GR;No;26,063.9;1,394.6
No;Female;39;UK;No;47,548.4;1,129.8
No;Male;34;SP;Yes;17,475.5;1,197.1
No;Male;38;GE;Yes;24,764.4;231.1
No;Male;42;SP;No;37,002.5;772.2
No;Male;42;SP;No;17,587.5;1,154.6
No;Male;35;FR;No;34,630.8;1,024.3
No;Male;43;GE;Yes;13,213.5;837.7
No;Female;41;GE;Yes;26,339.3;669.7
No;Male;35;DE;No;21,367.2;1,915.8
No;Male;40;GE;No;33,569.4;250.5
No;Male;46;IT;No;36,998.8;1,165.4
No;Male;44;IT;Yes;13,127.7;1,106.4
No;Male;39;DE;No;44,382.0;849.6
No;Male;39;HO;No;38,117.0;362.8
No;Male;41;UK;Yes;10,515.6;476.2
No;Male;37;PO;No;45,746.0;513.6
No;Female;39;GE;No;67,028.0;567.9
No;Male;48;IT;No;49,341.3;728.0
No;Male;49;SP;No;48,628.5;715.7
No;Male;50;PO;No;44,980.2;393.5
No;Female;50;GE;No;35,379.3;1,364.4
No;Male;41;GR;No;46,253.2;911.8
No;Male;38;IT;No;34,943.0;1,325.7
Yes;Male;35;GE;No;36,667.8;1,279.4
No;Male;47;GE;No;40,750.0;1,071.1
Yes;Male;34;GE;No;18,826.6;1,324.8
No;Male;37;UK;No;47,458.5;713.1
No;Male;38;IT;Yes;20,573.2;1,305.2
No;Female;38;FR;Yes;14,034.7;895.5
No;Male;38;GE;No;33,734.5;1,140.8
No;Male;35;GE;Yes;13,627.2;1,560.6
No;Female;39;FR;No;27,875.6;739.0
No;Male;42;GE;No;37,526.8;743.4
No;Male;37;FR;No;30,682.8;172.7
No;Male;43;GE;Yes;15,865.3;1,152.6
No;Male;35;GE;No;30,807.4;433.9
No;Female;35;PO;No;43,107.6;858.7
No;Female;44;UK;No;36,723.0;184.4
No;Male;41;FR;No;40,228.4;1,110.9
No;Male;42;DE;No;44,239.1;231.2
No;Male;34;GE;No;58,480.8;231.6
No;Female;45;IT;No;33,346.2;310.0
No;Male;38;UK;No;35,122.0;989.3
No;Male;38;GR;No;44,750.7;997.6
No;Male;40;IT;No;39,209.0;578.2
Yes;Male;32;DE;No;31,503.0;1,479.0
No;Male;39;UK;No;25,060.3;27.4
No;Male;49;UK;No;51,175.3;1,349.2
Yes;Male;36;SP;No;14,664.6;1,823.3
No;Female;34;IT;No;45,206.0;319.0
No;Female;36;UK;No;45,175.0;931.1
No;Male;40;FR;No;34,736.8;194.1
No;Female;38;FR;No;45,145.8;1,255.0
No;Male;43;GR;No;49,152.4;1,647.2
Yes;Male;38;GE;Yes;16,241.8;1,573.1
No;Female;42;FR;No;33,401.1;150.4
Yes;Male;34;GE;Yes;29,096.4;1,803.9
No;Male;34;GE;No;49,255.2;5.7
No;Male;48;GR;No;44,218.3;1,301.9
No;Female;36;UK;No;31,334.5;234.0
Yes;Male;29;IT;No;37,523.0;1,549.0
No;Male;39;GR;Yes;14,266.1;912.5
Yes;Female;31;DE;Yes;19,793.6;2,208.2
No;Female;39;FR;Yes;14,724.2;852.1
No;Male;43;FR;No;36,887.6;1,184.5
No;Male;51;FR;No;52,955.0;665.9
No;Male;43;GE;Yes;19,215.5;901.2
No;Female;39;UK;Yes;18,123.6;1,849.5
No;Male;43;FR;No;32,212.3;1,308.3
No;Male;35;GE;No;32,905.0;327.8
No;Female;41;SP;No;42,314.6;491.8
No;Female;43;FR;Yes;23,200.2;857.8
Yes;Male;39;SP;No;35,474.2;1,928.5
No;Male;38;DE;No;33,163.7;685.2
Yes;Male;41;FR;Yes;17,134.8;1,953.7
No;Male;44;SP;No;34,244.5;852.1
Yes;Male;35;GE;No;26,191.8;1,505.6
Yes;Male;40;FR;No;40,352.2;1,029.5
No;Male;36;GR;No;54,601.1;836.8
No;Male;41;FR;No;34,016.6;527.5
No;Male;41;GE;Yes;28,452.1;266.4
No;Male;50;GE;No;20,315.5;325.7
No;Male;41;IT;Yes;29,256.0;641.6
No;Male;46;GE;No;44,985.6;2,086.5
No;Male;39;DE;No;37,352.6;193.1
No;Female;46;GE;No;41,270.9;899.1
No;Male;36;FR;No;38,302.3;705.9
No;Male;39;FR;No;46,550.5;1,926.5
No;Male;43;GE;No;44,353.7;1,265.1
No;Male;45;GE;No;34,076.0;6.4
No;Male;39;GR;No;25,301.2;98.1
No;Male;35;SP;No;24,544.9;69.2
No;Female;36;SP;No;33,866.5;545.2
No;Female;39;UK;No;34,024.5;1,715.2
No;Female;35;GR;No;37,324.0;744.1
No;Female;41;GE;No;47,647.4;1,765.6
No;Female;43;HO;No;39,935.0;947.0
No;Female;42;IT;No;48,217.2;791.8
No;Male;39;FR;No;27,403.9;876.2
Yes;Male;33;SP;No;34,752.7;1,125.4
Yes;Male;35;SP;No;35,645.2;2,085.8
No;Female;37;UK;No;44,654.8;649.7
No;Male;37;GE;No;47,507.7;1,408.0
No;Female;34;IT;No;33,038.9;888.0
No;Female;38;GE;No;45,525.3;875.8
No;Female;39;UK;No;43,370.1;1,359.0
No;Female;39;GE;Yes;12,167.5;1,314.8
No;Male;33;FR;No;30,104.0;1,610.8
No;Female;41;GE;No;37,000.4;1,250.1
No;Female;33;UK;No;40,502.9;1,447.8
No;Male;35;GE;No;20,692.5;1,357.8
No;Male;42;GR;No;51,476.4;5.5
No;Male;50;FR;No;19,062.1;799.9
No;Male;36;GE;Yes;10,993.4;136.0
No;Male;38;FR;No;43,879.3;1,271.9
No;Male;48;GE;Yes;15,981.5;1,029.4
No;Male;36;GR;No;38,297.2;957.3
No;Male;40;GE;No;44,786.7;1,319.1
No;Female;44;FR;Yes;19,003.1;1,307.4
No;Male;36;GE;No;32,292.4;645.6
No;Male;40;FR;No;55,457.4;398.3
No;Female;34;FR;No;28,843.0;1,466.9
No;Male;41;GE;No;32,597.6;5.3
No;Female;44;IT;No;35,914.9;838.1
No;Male;34;FR;Yes;20,439.9;346.9
Yes;Male;33;GE;Yes;21,846.5;1,120.0
No;Male;36;UK;No;40,364.2;1,112.0
No;Male;43;GE;Yes;17,585.5;671.3
Yes;Male;35;UK;Yes;20,371.8;1,774.6
No;Male;37;SP;No;53,999.4;418.4
No;Male;37;FR;No;34,893.6;1,007.5
No;Female;40;HO;No;55,087.7;958.6
No;Female;37;GE;No;40,215.0;398.3
No;Male;34;GE;Yes;19,292.4;859.0
No;Male;42;FR;No;24,563.4;198.6
No;Male;35;IT;No;39,637.2;513.8
No;Female;37;UK;Yes;7,283.9;908.5
No;Male;42;HO;No;44,702.6;152.7
Yes;Male;28;FR;Yes;18,601.6;1,502.9
No;Female;36;UK;No;23,507.2;727.1
No;Male;54;FR;No;30,047.5;5.0
No;Female;36;UK;No;46,062.1;1,079.3
No;Male;37;GE;No;30,427.7;1,684.2
No;Female;41;FR;No;26,426.5;671.2
Yes;Male;34;GE;No;58,700.5;1,464.8
No;Female;37;UK;No;28,839.4;531.3
No;Male;33;HO;No;29,334.4;26.4
No;Male;39;FR;No;45,723.4;906.0
Yes;Male;32;SP;Yes;17,776.8;1,988.4
No;Male;37;GE;No;54,186.5;1,786.4
No;Female;40;FR;No;51,065.9;248.6
No;Male;43;GR;No;65,023.1;1,626.9
No;Male;36;GR;No;33,144.0;1,337.7
No;Male;34;SP;No;21,366.7;1,914.2
No;Male;35;DE;Yes;18,138.3;1,847.9
No;Male;37;UK;No;27,228.0;546.6
No;Male;43;SP;No;52,010.8;636.7
No;Male;51;GE;No;36,339.8;427.2
Yes;Male;34;GR;Yes;11,886.0;2,462.7
No;Male;39;PO;Yes;10,844.0;872.8
No;Female;36;FR;No;35,954.3;31.0
No;Female;41;GE;Yes;18,048.3;471.3
Yes;Male;30;FR;Yes;16,162.1;1,647.4
No;Female;40;FR;No;30,644.5;1,092.6
No;Male;39;GE;Yes;10,312.9;520.0
No;Male;44;GE;No;56,462.2;1,188.3
No;Male;36;UK;Yes;14,294.6;542.3
No;Male;41;DE;Yes;22,821.6;618.3
No;Male;39;UK;No;35,462.3;433.7
No;Female;38;IT;No;46,133.3;693.6
No;Male;42;UK;No;46,759.9;462.3
No;Male;33;GR;No;41,821.8;1,678.4
Yes;Male;33;GE;No;43,014.3;2,037.8
No;Female;40;HO;Yes;7,105.7;1,793.8
No;Male;45;GE;No;40,498.8;886.0
No;Male;49;SP;Yes;16,894.8;816.3
Yes;Male;31;FR;Yes;17,484.2;1,878.2
No;Male;44;UK;Yes;18,123.2;355.3
No;Male;41;GR;No;43,008.7;470.6
No;Male;46;SP;No;36,894.6;1,291.9
Yes;Female;35;UK;Yes;12,649.6;2,124.7
No;Male;38;PO;No;39,572.0;1,052.3
No;Female;45;FR;No;49,992.5;206.5
No;Male;43;GR;Yes;23,354.5;1,235.6
No;Female;41;SP;No;27,626.5;805.9
No;Male;34;GE;No;33,517.3;1,214.5
No;Male;42;FR;No;40,112.3;242.0
No;Male;43;FR;Yes;10,210.6;515.1
No;Male;39;GE;Yes;20,449.3;1,418.2
No;Male;35;GR;No;33,626.3;932.4
No;Male;50;SP;No;35,093.0;710.1
Yes;Male;36;GR;No;43,079.4;1,561.4
No;Female;36;UK;No;43,330.4;792.9
No;Male;38;IT;No;47,143.4;563.9
Yes;Male;36;GR;No;35,690.6;1,342.8
No;Male;43;HO;Yes;26,122.5;1,132.5
No;Female;44;HO;Yes;13,414.1;1,004.3
No;Male;50;FR;No;51,790.2;1,323.6
No;Male;42;FR;Yes;18,411.1;219.4
No;Female;40;GE;No;47,963.9;861.7
No;Male;46;IT;No;36,025.8;1,038.5
No;Male;40;GE;Yes;19,996.6;1,118.4
No;Female;41;GE;No;42,136.3;440.3
No;Male;39;UK;No;28,231.6;1,007.0
No;Male;47;GE;No;50,647.7;1,045.3
No;Female;42;UK;No;24,781.2;1,204.0
No;Female;36;SP;No;51,626.4;810.5
Yes;Male;30;GE;Yes;25,701.2;1,982.8
No;Female;33;UK;No;24,274.2;477.3
No;Male;40;UK;No;55,716.4;437.9
No;Female;47;IT;Yes;24,001.2;1,605.7
No;Male;37;FR;No;35,401.6;176.7
No;Male;34;IT;No;55,493.2;1,035.0
No;Female;40;FR;No;49,782.9;5.5
No;Male;50;PO;No;53,327.5;918.2
No;Female;41;GE;No;29,237.3;1,110.9
No;Female;38;DE;No;37,585.8;289.9
No;Male;39;GE;Yes;17,984.1;844.7
No;Male;43;SP;Yes;26,346.2;670.2
No;Male;44;GE;Yes;19,551.8;1,189.9
Yes;Male;31;GR;No;49,793.9;1,759.8
No;Male;37;IT;Yes;13,710.4;830.9
Yes;Male;39;GE;No;43,934.5;1,531.6
Yes;Male;48;UK;Yes;21,021.1;1,666.2
